Age Group,Gender,Country,Education Level,Recent Job Title,Coding Experience,Industry,Company Size,Num Language,Average Annual Salary ($USD)
25-29,Man,Turkey,Master’s degree,Machine Learning Engineer,3-5 ,Military/Security/Defense,50-249 ,3,12499.5
35-39,Man,Egypt,Doctoral degree,Other,10-20 ,Computers/Technology,50-249 ,9,3499.5
40-44,Woman,Netherlands,Doctoral degree,Research Scientist,10-20 ,Academics/Education,"1000-9,999 ",4,64999.5
22-24,Man,India,Doctoral degree,Business Analyst,1-3 ,Accounting/Finance,0-49 ,7,1499.5
22-24,Man,Netherlands,Master’s degree,Data Scientist,3-5 ,Marketing/CRM,"1000-9,999 ",2,64999.5
18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 ,Online Service/Internet-based Services,0-49 ,2,12499.5
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,5-10 ,Military/Security/Defense,250-999 ,1,44999.5
18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 ,Other,0-49 ,3,0.0
30-34,Woman,India,Doctoral degree,Other,5-10 ,Academics/Education,50-249 ,5,499.5
30-34,Man,Nigeria,Master’s degree,Software Engineer,3-5 ,Computers/Technology,0-49 ,3,3499.5
25-29,Man,Nigeria,Master’s degree,Software Engineer,3-5 ,Computers/Technology,50-249 ,4,1499.5
30-34,Man,Bangladesh,Master’s degree,Other,I have never written code,Manufacturing/Fabrication,"10,000 or more ",0,499.5
40-44,Man,Brazil,Bachelor’s degree,Product Manager,20+ ,Manufacturing/Fabrication,"10,000 or more ",1,54999.5
50-54,Woman,Taiwan,Doctoral degree,Data Scientist,10-20 ,Academics/Education,250-999 ,5,1499.5
30-34,Man,Kenya,Master’s degree,Program/Project Manager,I have never written code,Non-profit/Service,0-49 ,0,6249.5
22-24,Woman,Turkey,Master’s degree,Business Analyst,1-3 ,Manufacturing/Fabrication,50-249 ,1,54999.5
25-29,Man,Other,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,0-49 ,4,2499.5
30-34,Man,Egypt,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code,Retail/Sales,0-49 ,0,6249.5
40-44,Woman,Singapore,Doctoral degree,Data Scientist,10-20 ,Accounting/Finance,"10,000 or more ",1,84999.5
25-29,Man,India,Bachelor’s degree,Other,< 1 ,Retail/Sales,"1000-9,999 ",1,6249.5
30-34,Man,Pakistan,Master’s degree,Other,3-5 ,Academics/Education,50-249 ,4,2499.5
35-39,Woman,United States of America,Master’s degree,Program/Project Manager,I have never written code,Hospitality/Entertainment/Sports,250-999 ,0,54999.5
25-29,Man,India,Master’s degree,Data Scientist,1-3 ,Academics/Education,50-249 ,3,499.5
45-49,Man,Thailand,Master’s degree,Other,3-5 ,Hospitality/Entertainment/Sports,50-249 ,2,34999.5
22-24,Man,Other,Bachelor’s degree,Software Engineer,1-3 ,Other,0-49 ,5,499.5
30-34,Man,Mexico,Master’s degree,Data Scientist,3-5 ,Accounting/Finance,250-999 ,3,64999.5
60-69,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other,20+ ,Computers/Technology,"10,000 or more ",4,0.0
40-44,Man,Other,Bachelor’s degree,Program/Project Manager,I have never written code,Manufacturing/Fabrication,50-249 ,0,1499.5
60-69,Man,Austria,Master’s degree,Statistician,20+ ,Non-profit/Service,0-49 ,5,499.5
25-29,Man,Nigeria,Master’s degree,Data Analyst,3-5 ,Energy/Mining,250-999 ,6,0.0
30-34,Man,Italy,No formal education past high school,Product Manager,10-20 ,Accounting/Finance,50-249 ,2,74999.5
40-44,Man,Other,Doctoral degree,Software Engineer,10-20 ,Academics/Education,"1000-9,999 ",3,6249.5
25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 ,Computers/Technology,0-49 ,2,6249.5
30-34,Man,Egypt,Master’s degree,Program/Project Manager,5-10 ,Manufacturing/Fabrication,0-49 ,7,499.5
25-29,Man,India,Master’s degree,Machine Learning Engineer,3-5 ,Computers/Technology,0-49 ,3,3499.5
22-24,Man,India,Master’s degree,Software Engineer,< 1 ,Computers/Technology,"1000-9,999 ",5,499.5
70+,Man,Australia,Bachelor’s degree,Software Engineer,20+ ,Manufacturing/Fabrication,0-49 ,1,74999.5
35-39,Man,Brazil,Doctoral degree,Software Engineer,10-20 ,Computers/Technology,"1000-9,999 ",4,27499.5
22-24,Man,Nigeria,Master’s degree,Software Engineer,5-10 ,Computers/Technology,0-49 ,4,2499.5
25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,1-3 ,Academics/Education,0-49 ,2,1499.5
30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 ,Accounting/Finance,"10,000 or more ",3,64999.5
25-29,Man,Taiwan,Master’s degree,Data Analyst,1-3 ,Academics/Education,0-49 ,2,17499.5
22-24,Woman,Other,Bachelor’s degree,Data Scientist,< 1 ,Computers/Technology,0-49 ,1,499.5
30-34,Man,Egypt,Bachelor’s degree,Other,I have never written code,Medical/Pharmaceutical,"1000-9,999 ",0,1499.5
40-44,Man,India,Bachelor’s degree,Product Manager,10-20 ,Insurance/Risk Assessment,50-249 ,4,8749.5
40-44,Woman,India,Doctoral degree,Research Scientist,10-20 ,Academics/Education,50-249 ,3,499.5
45-49,Man,Poland,Master’s degree,Program/Project Manager,3-5 ,Other,"10,000 or more ",4,44999.5
25-29,Man,Australia,Master’s degree,Other,1-3 ,Other,0-49 ,2,64999.5
25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 ,Online Service/Internet-based Services,"1000-9,999 ",2,8749.5
22-24,Man,Kenya,Bachelor’s degree,Statistician,< 1 ,Academics/Education,0-49 ,4,1499.5
55-59,Man,Spain,Bachelor’s degree,Other,1-3 ,Retail/Sales,0-49 ,0,22499.5
45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other,< 1 ,Other,"10,000 or more ",1,34999.5
30-34,Man,Egypt,Bachelor’s degree,Other,< 1 ,Academics/Education,0-49 ,1,499.5
22-24,Man,Viet Nam,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,50-249 ,3,1499.5
50-54,Man,Brazil,Master’s degree,Product Manager,5-10 ,Academics/Education,0-49 ,0,17499.5
18-21,Man,Indonesia,Bachelor’s degree,Research Scientist,< 1 ,Academics/Education,50-249 ,5,6249.5
25-29,Man,Mexico,Bachelor’s degree,Software Engineer,1-3 ,Online Service/Internet-based Services,0-49 ,3,8749.5
45-49,Man,India,Bachelor’s degree,Program/Project Manager,20+ ,Other,"1000-9,999 ",1,64999.5
30-34,Man,India,Master’s degree,Software Engineer,5-10 ,Computers/Technology,0-49 ,5,4499.5
40-44,Man,Spain,Master’s degree,Data Analyst,10-20 ,Shipping/Transportation,"1000-9,999 ",4,44999.5
25-29,Man,Bangladesh,Bachelor’s degree,Other,1-3 ,Manufacturing/Fabrication,"1000-9,999 ",3,3499.5
22-24,Man,Morocco,Bachelor’s degree,Other,1-3 ,Academics/Education,0-49 ,5,499.5
60-69,Man,Russia,Master’s degree,Software Engineer,20+ ,Academics/Education,50-249 ,5,27499.5
25-29,Man,Japan,Master’s degree,Data Engineer,1-3 ,Manufacturing/Fabrication,"10,000 or more ",2,3499.5
22-24,Woman,Taiwan,Bachelor’s degree,Data Analyst,1-3 ,Accounting/Finance,250-999 ,2,22499.5
35-39,Man,India,Bachelor’s degree,Data Scientist,10-20 ,Computers/Technology,"10,000 or more ",2,27499.5
40-44,Man,Pakistan,Doctoral degree,Research Scientist,I have never written code,Academics/Education,50-249 ,0,499.5
25-29,Man,United States of America,Master’s degree,Other,3-5 ,Academics/Education,"10,000 or more ",3,22499.5
45-49,Woman,India,Master’s degree,Program/Project Manager,20+ ,Retail/Sales,250-999 ,1,2499.5
35-39,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,3-5 ,Hospitality/Entertainment/Sports,0-49 ,1,1499.5
30-34,Man,Other,Doctoral degree,Data Scientist,1-3 ,Accounting/Finance,0-49 ,2,12499.5
30-34,Man,Viet Nam,Master’s degree,Research Scientist,3-5 ,Marketing/CRM,0-49 ,2,499.5
40-44,Man,Japan,Master’s degree,Business Analyst,5-10 ,Marketing/CRM,50-249 ,2,0.0
22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 ,Shipping/Transportation,"10,000 or more ",1,12499.5
25-29,Man,Indonesia,Bachelor’s degree,Other,< 1 ,Manufacturing/Fabrication,"1000-9,999 ",1,6249.5
35-39,Man,United States of America,Master’s degree,Data Analyst,20+ ,Academics/Education,250-999 ,2,64999.5
30-34,Man,India,Bachelor’s degree,Other,< 1 ,Energy/Mining,"10,000 or more ",1,12499.5
22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,< 1 ,Non-profit/Service,0-49 ,2,499.5
30-34,Man,India,Master’s degree,DBA/Database Engineer,5-10 ,Computers/Technology,"1000-9,999 ",1,499.5
35-39,Man,India,Bachelor’s degree,Software Engineer,5-10 ,Shipping/Transportation,250-999 ,6,499.5
22-24,Man,Tunisia,Bachelor’s degree,Other,< 1 ,Non-profit/Service,0-49 ,3,499.5
45-49,Man,Portugal,Master’s degree,Program/Project Manager,3-5 ,Academics/Education,0-49 ,3,27499.5
25-29,Woman,India,Bachelor’s degree,Business Analyst,I have never written code,Other,0-49 ,0,499.5
35-39,Man,Indonesia,Bachelor’s degree,Data Engineer,5-10 ,Accounting/Finance,"1000-9,999 ",3,12499.5
30-34,Man,India,I prefer not to answer,Research Scientist,3-5 ,Academics/Education,50-249 ,2,499.5
30-34,Man,Indonesia,Bachelor’s degree,Other,< 1 ,Energy/Mining,"10,000 or more ",0,1499.5
30-34,Man,China,Doctoral degree,Research Scientist,3-5 ,Academics/Education,0-49 ,1,499.5
22-24,Man,Russia,Doctoral degree,Business Analyst,< 1 ,Academics/Education,"1000-9,999 ",1,499.5
30-34,Man,Viet Nam,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,"10,000 or more ",4,2499.5
30-34,Man,Egypt,Master’s degree,Data Engineer,10-20 ,Accounting/Finance,"1000-9,999 ",3,0.0
40-44,Man,Greece,Master’s degree,Program/Project Manager,< 1 ,Government/Public Service,0-49 ,2,17499.5
60-69,Man,Italy,Master’s degree,Machine Learning Engineer,10-20 ,Other,"10,000 or more ",4,64999.5
60-69,Man,Other,Doctoral degree,Research Scientist,20+ ,Academics/Education,50-249 ,8,3499.5
25-29,Woman,France,Doctoral degree,Research Scientist,5-10 ,Online Service/Internet-based Services,0-49 ,1,54999.5
25-29,Man,United States of America,Master’s degree,Data Scientist,5-10 ,Manufacturing/Fabrication,"10,000 or more ",2,22499.5
18-21,Man,Other,Bachelor’s degree,Machine Learning Engineer,1-3 ,Computers/Technology,0-49 ,1,499.5
25-29,Man,India,Master’s degree,Machine Learning Engineer,3-5 ,Medical/Pharmaceutical,"1000-9,999 ",1,8749.5
25-29,Man,China,Master’s degree,Other,< 1 ,Computers/Technology,"10,000 or more ",3,54999.5
40-44,Man,Brazil,Master’s degree,Data Scientist,20+ ,Accounting/Finance,"10,000 or more ",1,34999.5
40-44,Man,Ghana,Doctoral degree,Statistician,5-10 ,Academics/Education,0-49 ,3,12499.5
25-29,Man,India,Doctoral degree,Research Scientist,3-5 ,Computers/Technology,0-49 ,3,1499.5
45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,< 1 ,Online Business/Internet-based Sales,250-999 ,2,27499.5
30-34,Man,India,Master’s degree,Data Scientist,1-3 ,Energy/Mining,50-249 ,2,8749.5
45-49,Man,Japan,Master’s degree,Other,1-3 ,Manufacturing/Fabrication,"10,000 or more ",1,64999.5
35-39,Man,Russia,Bachelor’s degree,Data Scientist,1-3 ,Academics/Education,0-49 ,2,12499.5
30-34,Man,Germany,Master’s degree,Product Manager,3-5 ,Government/Public Service,"10,000 or more ",1,0.0
25-29,Man,Turkey,Master’s degree,Data Scientist,3-5 ,Computers/Technology,0-49 ,2,17499.5
50-54,Man,Egypt,Bachelor’s degree,Other,1-3 ,Energy/Mining,"1000-9,999 ",1,74999.5
25-29,Man,India,Master’s degree,Data Analyst,< 1 ,Academics/Education,250-999 ,2,6249.5
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,1-3 ,Accounting/Finance,"1000-9,999 ",3,84999.5
25-29,Man,Kazakhstan,Bachelor’s degree,Data Analyst,1-3 ,Accounting/Finance,"1000-9,999 ",2,1499.5
22-24,Woman,Kenya,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,0-49 ,1,499.5
55-59,Man,United States of America,Master’s degree,Data Analyst,5-10 ,Medical/Pharmaceutical,"1000-9,999 ",2,84999.5
25-29,Man,Israel,Doctoral degree,Data Scientist,1-3 ,Computers/Technology,0-49 ,2,8749.5
40-44,Man,Other,Doctoral degree,Machine Learning Engineer,3-5 ,Academics/Education,0-49 ,5,1499.5
45-49,Man,India,Master’s degree,Program/Project Manager,20+ ,Computers/Technology,"10,000 or more ",0,499.5
30-34,Man,India,Master’s degree,Machine Learning Engineer,3-5 ,Computers/Technology,250-999 ,1,0.0
25-29,Man,India,Master’s degree,Business Analyst,< 1 ,Computers/Technology,"1000-9,999 ",3,27499.5
22-24,Woman,Russia,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,0-49 ,4,1499.5
25-29,Man,Spain,Master’s degree,Machine Learning Engineer,1-3 ,Computers/Technology,"1000-9,999 ",1,27499.5
45-49,Man,United States of America,Master’s degree,Business Analyst,5-10 ,Computers/Technology,"10,000 or more ",3,27499.5
40-44,Woman,United States of America,Bachelor’s degree,Machine Learning Engineer,< 1 ,Other,0-49 ,1,499.5
40-44,Man,Morocco,Master’s degree,Other,< 1 ,Academics/Education,"1000-9,999 ",4,499.5
35-39,Woman,Spain,Master’s degree,Data Scientist,5-10 ,Academics/Education,250-999 ,3,34999.5
25-29,Man,Nigeria,Bachelor’s degree,Program/Project Manager,I have never written code,Other,0-49 ,0,499.5
22-24,Man,Turkey,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 ,Accounting/Finance,0-49 ,2,499.5
22-24,Man,Czech Republic,Bachelor’s degree,Data Scientist,1-3 ,Insurance/Risk Assessment,0-49 ,3,44999.5
50-54,Man,Australia,Master’s degree,Other,20+ ,Academics/Education,50-249 ,2,12499.5
22-24,Woman,India,Master’s degree,Software Engineer,1-3 ,Medical/Pharmaceutical,250-999 ,1,17499.5
30-34,Man,China,Bachelor’s degree,Business Analyst,1-3 ,Government/Public Service,0-49 ,3,4499.5
30-34,Man,Pakistan,Master’s degree,Data Analyst,< 1 ,Marketing/CRM,0-49 ,1,499.5
40-44,Man,Poland,Bachelor’s degree,Data Scientist,20+ ,Insurance/Risk Assessment,"10,000 or more ",5,54999.5
55-59,Woman,United States of America,Master’s degree,DBA/Database Engineer,20+ ,Online Service/Internet-based Services,0-49 ,3,499.5
22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,1-3 ,Military/Security/Defense,"10,000 or more ",3,74999.5
30-34,Man,Other,Bachelor’s degree,Other,3-5 ,Government/Public Service,250-999 ,4,1499.5
40-44,Man,France,Master’s degree,Data Scientist,3-5 ,Medical/Pharmaceutical,0-49 ,1,74999.5
35-39,Woman,India,Master’s degree,Data Scientist,1-3 ,Computers/Technology,"10,000 or more ",1,17499.5
25-29,Man,South Korea,Doctoral degree,Program/Project Manager,10-20 ,Government/Public Service,250-999 ,5,1499.5
30-34,Man,Germany,Master’s degree,Data Scientist,5-10 ,Accounting/Finance,"1000-9,999 ",1,74999.5
25-29,Man,Canada,Master’s degree,Machine Learning Engineer,3-5 ,Energy/Mining,0-49 ,1,74999.5
22-24,Man,Algeria,Master’s degree,Machine Learning Engineer,1-3 ,Academics/Education,0-49 ,5,499.5
22-24,Woman,Indonesia,Bachelor’s degree,Software Engineer,1-3 ,Academics/Education,0-49 ,5,499.5
25-29,Man,United States of America,Bachelor’s degree,Data Analyst,< 1 ,Military/Security/Defense,50-249 ,2,74999.5
25-29,Man,Colombia,Master’s degree,Business Analyst,< 1 ,Accounting/Finance,0-49 ,2,1499.5
22-24,Woman,Nigeria,Master’s degree,Program/Project Manager,< 1 ,Other,0-49 ,2,499.5
25-29,Man,United States of America,Master’s degree,Data Scientist,1-3 ,Marketing/CRM,"10,000 or more ",2,74999.5
22-24,Man,Turkey,Bachelor’s degree,Research Scientist,3-5 ,Military/Security/Defense,50-249 ,5,0.0
30-34,Woman,Bangladesh,Doctoral degree,Other,3-5 ,Academics/Education,250-999 ,1,8749.5
35-39,Man,India,Bachelor’s degree,Software Engineer,10-20 ,Accounting/Finance,"10,000 or more ",0,6249.5
55-59,Man,Other,Bachelor’s degree,Other,5-10 ,Academics/Education,0-49 ,3,499.5
35-39,Man,Russia,No formal education past high school,Data Engineer,< 1 ,Online Business/Internet-based Sales,0-49 ,1,499.5
18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 ,Academics/Education,50-249 ,1,499.5
45-49,Man,China,Master’s degree,Data Analyst,3-5 ,Retail/Sales,50-249 ,2,1499.5
60-69,Man,United States of America,Bachelor’s degree,Business Analyst,3-5 ,Other,0-49 ,1,34999.5
25-29,Man,Taiwan,Master’s degree,Other,1-3 ,Retail/Sales,"1000-9,999 ",2,17499.5
18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 ,Broadcasting/Communications,"1000-9,999 ",2,499.5
25-29,Man,Other,Master’s degree,Other,I have never written code,Academics/Education,0-49 ,0,499.5
30-34,Man,Japan,Master’s degree,Software Engineer,3-5 ,Computers/Technology,"10,000 or more ",3,6249.5
18-21,Man,India,Master’s degree,Business Analyst,1-3 ,Non-profit/Service,0-49 ,5,499.5
25-29,Man,India,Bachelor’s degree,Other,< 1 ,Online Service/Internet-based Services,0-49 ,2,499.5
40-44,Man,Germany,Doctoral degree,Other,10-20 ,Medical/Pharmaceutical,"1000-9,999 ",4,499.5
25-29,Man,India,Master’s degree,Data Analyst,3-5 ,Insurance/Risk Assessment,"1000-9,999 ",1,12499.5
40-44,Man,Russia,Master’s degree,Data Scientist,10-20 ,Computers/Technology,0-49 ,3,64999.5
18-21,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 ,Academics/Education,0-49 ,6,499.5
30-34,Man,Italy,Master’s degree,Software Engineer,3-5 ,Military/Security/Defense,50-249 ,2,34999.5
30-34,Man,Japan,Doctoral degree,Research Scientist,3-5 ,Academics/Education,"1000-9,999 ",3,44999.5
22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,"10,000 or more ",3,4499.5
40-44,Woman,Other,Professional doctorate,Research Scientist,1-3 ,Computers/Technology,50-249 ,3,1499.5
30-34,Man,China,Master’s degree,Software Engineer,5-10 ,Government/Public Service,50-249 ,6,12499.5
35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 ,Retail/Sales,50-249 ,2,22499.5
22-24,Woman,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 ,Computers/Technology,0-49 ,1,499.5
22-24,Man,Bangladesh,Bachelor’s degree,Software Engineer,1-3 ,Academics/Education,0-49 ,1,1499.5
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,1-3 ,Other,50-249 ,3,34999.5
25-29,Man,Chile,Master’s degree,Data Engineer,5-10 ,Government/Public Service,250-999 ,2,44999.5
18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 ,Academics/Education,0-49 ,2,499.5
22-24,Man,Indonesia,Bachelor’s degree,Data Scientist,1-3 ,Accounting/Finance,50-249 ,3,12499.5
25-29,Woman,India,Master’s degree,Data Engineer,1-3 ,Medical/Pharmaceutical,"10,000 or more ",1,22499.5
25-29,Man,Viet Nam,No formal education past high school,Research Scientist,1-3 ,Academics/Education,50-249 ,4,17499.5
35-39,Woman,Russia,Master’s degree,DBA/Database Engineer,5-10 ,Computers/Technology,250-999 ,1,27499.5
60-69,Man,Other,Master’s degree,Other,5-10 ,Accounting/Finance,50-249 ,2,34999.5
40-44,Man,India,I prefer not to answer,Software Engineer,10-20 ,Accounting/Finance,"1000-9,999 ",3,17499.5
18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 ,Medical/Pharmaceutical,0-49 ,1,499.5
25-29,Man,Brazil,Master’s degree,Statistician,5-10 ,Government/Public Service,"1000-9,999 ",3,27499.5
25-29,Man,Brazil,Master’s degree,Software Engineer,5-10 ,Computers/Technology,"10,000 or more ",5,1499.5
50-54,Man,Japan,Doctoral degree,Other,20+ ,Academics/Education,250-999 ,3,8749.5
35-39,Man,Russia,I prefer not to answer,Business Analyst,1-3 ,Accounting/Finance,"1000-9,999 ",2,8749.5
35-39,Man,United Arab Emirates,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,I have never written code,Manufacturing/Fabrication,0-49 ,0,17499.5
